Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Log Work,Work Ratio,Security Level,Outward issue link (Cause),Inward issue link (Dependency),Outward issue link (Dependency),Inward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Relation),Inward issue link (Relation),Inward issue link (Relation),Outward issue link (Relation),Outward issue link (Relation),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Fix URL),Custom field (Flagged),Custom field (GitHub Pull Request URL),Custom field (Labels),Custom field (Original story points),Custom field (Parent Link),Custom field (Rank),Sprint,Custom field (Story Points),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Custom field (phpBB Import Key),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Include instructions to disable/reenable the database when doing updates,PHPBB-16212,36231,,Improvement,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,MarkDHamill,MarkDHamill,20/Nov/19 1:18 AM,20/Nov/19 1:18 AM,08/Nov/25 11:12 AM,,3.2.8,,,,,,ACP,Documentation,,,,,0,,,,,,,,"ACP > System > Check for updates

I believe this page, as well as docs/Install.html and any appropriate pages on phpbb.com should be updated to instruct users to disable the board before doing updates or upgrades, and to reenable it afterward.

It is possible that while following the current procedures, users will experience errors as the /cache and /vendor folders are deleted or new software is being uploaded. When the /install folder is uploaded, the board effectively becomes disabled but that can take some time.

But also, this allows a consistent database backup to occur. On large boards the phpbb_forums table may be backed up long before the phpbb_posts table is, leading to a potentially inconsistent database if the database has to be recovered.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03hdr:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"utf8_clean_string does ""circular replacement"" of some characters",PHPBB-15427,34578,,Bug,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,dbj,dbj,30/Oct/17 12:31 PM,08/Nov/19 3:11 PM,08/Nov/25 11:12 AM,,3.2.1,3.2.2,3.2.8,,,,Other,,,,,,0,,,,,,,,"While working with phpBB I noticed the function utf8_clean_string and what it is supposed to do, i.e. avoid usernames that look similar or even identical but are different (by using ""look alike characters"")

Anyway, first, there is this replacement: 'ǃ'=>'!' 

Later, there is this replacement: '!'=>'ǃ'

One of them is an exclamation mark, the other is LATIN LETTER RETROFLEX CLICK. Depending on the font, you may see a difference between the two or not.

It means the replacement is A => B and B => A which does not make much sense, because a username containing A will be cleaned to B and vice versa.


Other characters don't have this problem, for example all kind of question marks are replaced by the character ʔ (LATIN LETTER GLOTTAL STOP).

But what's the point of the replacement rules for the exclamation mark?
By using these rules, the usernames ""testǃ"" and ""test!"" are different usernames for phpBB.
But the usernames ""test?"" and ""testʔ"" are the same for phpBB and thus prohibited.",Does not depend on environment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03byv:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Better Management of Notifications,PHPBB-14604,32913,,Improvement,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,Tarantino,Tarantino,16/Apr/16 3:45 PM,31/Oct/19 6:23 PM,08/Nov/25 11:12 AM,,3.1.8,,,,,,Notification System,,,,,,1,,,,,,,,"I've the mark read option, but I don't have the mark unread option as on PMs.
With mark unread option I would be able to select read notifications, right now I can't select read notifications unless I click on Mark All.

And I should be able too of delete notifications.

This would bring a better notification system. Users could manage their notifications as they want.

Best Regards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i001r3:",,,,,,,,,,,,,,"28/Dec/17 12:17 PM;Tarantino;There is an extension for this already. I guess we can close this one too.;;;","31/Oct/19 6:23 PM;rubencm;There is already something to autodelete notifications, the setting ""Read Notification Expiration:"" in Load Settings in ACP.

But as a user, I miss something to delete notifications too;;;",,,,,,,,,,,,,,,,,,,,
Smilie PAK Installation → Installed Smilies Order Doesn't Match PAK File,PHPBB-16194,36208,,Bug,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,Mulsiphix,Mulsiphix,30/Oct/19 1:01 PM,30/Oct/19 1:09 PM,08/Nov/25 11:12 AM,,3.2.8,,,,,,ACP,,,,,,0,,,,,,,,"*+What Is Occurring?
 +*I have 119 new Emoji to upload. They are ordered in the Smilie.PAK file according to how I would like them to be ordered on the forum. But after uploading the file, the order is broken in several areas. After [seeking support|https://www.phpbb.com/community/viewtopic.php?f=556&t=2527826], it was determined that the file order broke as soon as it encountered a differing value in the ""Display On Posting Page"" field.

If all values are set to '1' or '0', then the images will install (during PAK installation) in the proper order. The value of the first image establishes whether 1's or 0's will be expected in all images that come after it. As soon as phpBB encounters an image with an opposite setting in this field, then the order is disrupted; with one exception. I did an install where the first 54 files were set to '1' and the last 65 were set to '0'. The files displayed correctly.

 

*+What Is The Expected Behavior?+*

The files should upload in the same order they are listed in the PAK file, regardless of their Display setting.

 

*+Procedure+*
 1. Deleted all files in [c]/images/smilies/[/c]
 2. Uploaded images and PAK file to same location.
 3. Installed through the ACP (Posting → Smilies), choosing the ""Delete All"" option during installation.

 

+*Helpful Files*
 +_Note: Added files to Issue, but also linking to remote resources for convenience._
 # The [contents|https://pastebin.com/zN97pZhk] of my PAK file.
 # Smilies Listing in the ACP: [Part One|https://i.postimg.cc/7LRxPCpG/1-php-BB-ACP-Smilies-Page-1-Full.png], [Part Two|https://i.postimg.cc/DzRTk9X1/2-php-BB-ACP-Smilies-Page-2-Full.png], [Part Three|https://i.postimg.cc/sgNF7kKb/3-php-BB-ACP-Smilies-Page-3-Full.png]
 # Side-by-Side [Comparison|https://i.postimg.cc/Dztj5F94/side-by-side-comparison-final.png] (all 119 images)","phpBB Version: 3.2.8
PHP Version: 5.6.30
MySQL Version: 5.6.41-84.1
Database Software: phpMyAdmin 2.4.39
Server OS: Linux running Apache 2.4.39
User OS: Windows 10 Pro
Browser: Chrome v78.0.3904.70 (Official Build) (64-bit)",,,,,,,,,,,,,,,,"30/Oct/19 1:00 PM;Mulsiphix;1a. phpBB ACP, Smilies Page 1 (Full).png;https://tracker.phpbb.com/secure/attachment/20235/1a.+phpBB+ACP%2C+Smilies+Page+1+%28Full%29.png","30/Oct/19 1:00 PM;Mulsiphix;1b, phpBB ACP, Smilies Page 2 (Full).png;https://tracker.phpbb.com/secure/attachment/20234/1b%2C+phpBB+ACP%2C+Smilies+Page+2+%28Full%29.png","30/Oct/19 1:00 PM;Mulsiphix;1c. phpBB ACP, Smilies Page 3 (Full).png;https://tracker.phpbb.com/secure/attachment/20233/1c.+phpBB+ACP%2C+Smilies+Page+3+%28Full%29.png","30/Oct/19 1:00 PM;Mulsiphix;1d. phpBB ACP, Smilies Pages 1 thru 3 (Joined).png;https://tracker.phpbb.com/secure/attachment/20232/1d.+phpBB+ACP%2C+Smilies+Pages+1+thru+3+%28Joined%29.png","30/Oct/19 1:00 PM;Mulsiphix;2. Side-by-Side-Comparison (Complete).png;https://tracker.phpbb.com/secure/attachment/20231/2.+Side-by-Side-Comparison+%28Complete%29.png","30/Oct/19 12:55 PM;Mulsiphix;Discourse_Emoji.pak;https://tracker.phpbb.com/secure/attachment/20236/Discourse_Emoji.pak",,,,,,,,,,,,"0|i03h8n:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redirection not followed when using OAuth,PHPBB-15964,35814,,Bug,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,Ectoman,Ectoman,09/Feb/19 1:59 AM,27/Oct/19 1:16 AM,08/Nov/25 11:12 AM,,3.2.5,,,,,,Authentication,Login,User Control Panel (UCP),,,,1,oauth,,,,,,,"When a user logs in, or authenticates using the built in Oauth system of phpBB, the redirection URL is not followed nor included following the login process. A user could be in the middle of something and they will always be redirected to the forum main page.

Fixing this could be as easy as including the redirection to the Oauth provider when returning back to phpBB. This may add the vulnerability if the Oauth provider is not trusted and for some reason rewrites the redirection, but that seems unlikely.",PHP 7.2,,,,,,,,PHPBB-16104,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03flr:",,,,,,,,,,,,,,"09/Feb/19 3:33 AM;Ectoman;Oauth2 prohibits wildcard redirections: https://tools.ietf.org/html/rfc6749#section-3.1.2

I believe now the only way to accomplish this is to store the redirection url temporarily server side, because you cannot include it with the Oauth redirection_uri without whitelisting every single page of your site.

Could this be stored in a session or cookie?;;;",,,,,,,,,,,,,,,,,,,,,
Update PHP mail() failure logging with additional information.,PHPBB-16179,36192,,Improvement,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,EA117,EA117,07/Oct/19 3:44 PM,07/Oct/19 3:44 PM,08/Nov/25 11:12 AM,,3.2.8,,,,,,Other,,,,,,0,Email,,,,,,,"The current /includes/functions_messenger.php logging for PHP mail() failure currently looks similar to:
{code:java}
Email error
» EMAIL/PHP/mail()
/forum/adm/index.php{code}
Which is ""accurate"" for what as failed in a technical sense, but not for the phpBB operator who needs to understand what has been affected.  With the phpBB SMTP code we have an elaborate and helpful trace of the entire conversation, and if we made it that far, even the subject line and recipient of the email attempting to be sent.

Suggest that we improve the PHP mail() logging, or maybe even all of the email failure logging, to ensure that ""what was the subject line of the message"" (i.e. has a topic notification failed, has an administrator notification failed, has a personal email request failed, etc., which also confirms which template content would have been used) and ""to whom was the message being sent"" (which might relate to the failure, but at least imparts knowledge of whom hasn't received their email as intended) is always included in the error log.

Even though we're unable to log ""what went on inside the PHP mail() function itself"", we could still be more helpful to the phpBB administrator who is looking at their error log after the fact and needing to determine what is failing.

Bonus points for define DEBUG causing us to log the actual headers and data generated for the email, even in the PHP mail() case.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03h53:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The addition of signature in the post details can be improved...,PHPBB-16173,36186,,Bug,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,Big Monstro,Big Monstro,28/Sep/19 9:53 PM,28/Sep/19 9:53 PM,08/Nov/25 11:12 AM,,3.2.4,3.2.8,,,,,Moderator Control Panel (MCP),,,,,,0,,,,,,,,"Thank you for adding \{SIGNATURE} variable in php files related to MCP (since phpBB 3.2.4)...

However, I think you can improve that feature:
 * if a signature is not attached to a post, the poster's signature is not displayed in viewtopic.php, and should be not displayed in the post details too.
 * The same logic should be applied in MCP queue or reports, if the reported post didn't contain a signature at the time someone reported the post (just like the reported text is the text at the time someone reported the post, regardless the future edits)
 * You can imagine someone reports a post because of an inappropriate signature. If the post author or anyone else changes the signature after the reporting, the former signature no longer exists, even in the report *[this can be definitely considered as a bug!]*. Whereas the reported text will be still in the report, regardless the future edits.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03h3r:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ban events should be included in the latest 5 logged actions,PHPBB-15196,33868,,Improvement,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,Big Monstro,Big Monstro,26/Apr/17 1:25 PM,28/Sep/19 9:14 PM,08/Nov/25 11:12 AM,,3.1.10,3.2.0,3.2.8,,,,Moderator Control Panel (MCP),,,,,,0,,,,,,,,"In 'Main >>> Front page' of Moderator Control Panel, you can see the latest 5 posts awaiting approval, the latest 5 reports, the latest 5 PM reports and the latest 5 logged actions.

Oddly, the ban events are never included in these latest 5 logged actions, whereas the moderators can see them in the complete Moderator logs.

Is it possible to make the ban events visible in the short moderator log? If a ban event is among the latest 5 moderation actions, it should be displayed in the Main >>> Front page of MCP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03adj:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adding the possibility to search directly within a category (and its subforum),PHPBB-15615,34973,,Improvement,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,Big Monstro,Big Monstro,09/Apr/18 12:35 PM,28/Sep/19 9:13 PM,08/Nov/25 11:12 AM,,3.2.2,3.2.8,,,,,Viewing forums,,,,,,0,,,,,,,,"Consider a board where the search feature is enabled (the default setting).

 

When browsing within a forum, there is a search box to directly search keywords inside that forum. But that search box is missing when you are browsing within a category (even if it has subforums, not an empty category).

 

However, you CAN search within a given category (and its subforum) in the Advanced Search.

 

So, why not adding the searchbox in viewforum.php when you're browsing inside a category?",,,,,,,,,,,,,,,,,"09/Apr/18 12:33 PM;Big Monstro;advanced search.png;https://tracker.phpbb.com/secure/attachment/19254/advanced+search.png","09/Apr/18 12:33 PM;Big Monstro;browsing a category.png;https://tracker.phpbb.com/secure/attachment/19255/browsing+a+category.png","09/Apr/18 12:33 PM;Big Monstro;browsing a forum.png;https://tracker.phpbb.com/secure/attachment/19256/browsing+a+forum.png",,,,,,,,,,,,,,,"0|i03d8n:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Categories can be visible on the index page, without any icon",PHPBB-16116,36100,,Bug,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,Big Monstro,Big Monstro,29/Jul/19 7:45 PM,28/Sep/19 8:58 PM,08/Nov/25 11:12 AM,,3.2.7,3.2.8,,,,,Viewing forums,,,,,,0,,,,,,,,"If these conditions are met:
 * there are a category and its subforum, both are +inside another category located on the index+ (the first category is thus a ""subcategory"").
 * the guest or a given user cannot see that subforum, although that latter exists (due to permissions).

He or she can see the category on the index page (the category should be invisible, just like a category without any forum) and no forum image is display. I didn't detect that bug with viewforum.php (e.g. if you look inside a category with a such subcategory), only with index.php.

 

The bug seems to be not style-related, I encountered that not only on prosilver or other board styles using the forumlist_body.html template file.

 

I attached two screenshots below.

 

EDIT: the bugs also appears on index.php if there are three empty categories (a category located at the index, the second category located inside the first one and, finally, the third category located inside the second one).

 

 ",,,,,,,,,,,,,,,,,"29/Jul/19 7:38 PM;Big Monstro;second_category_without_icon.png;https://tracker.phpbb.com/secure/attachment/20123/second_category_without_icon.png","29/Jul/19 7:38 PM;Big Monstro;third_category_without_icon.png;https://tracker.phpbb.com/secure/attachment/20122/third_category_without_icon.png",,,,,,,,,,,,,,,,"0|i03gqf:",,,,,,,,,,,,,,"12/Aug/19 6:50 PM;Big Monstro;I've updated my bug report since I found an alternative condition to experiment that same issue.;;;",,,,,,,,,,,,,,,,,,,,,
Refactor viewforum script logic to services,PHPBB-16165,36151,,Improvement,Patch Awaiting Review,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,CHItA,CHItA,CHItA,22/Sep/19 8:25 AM,22/Sep/19 4:25 PM,08/Nov/25 11:12 AM,,,,,,,,,,,,,,0,,,,,,,,This ticket is a sub-task of moving viewforum to controllers.,,,,,,,PHPBB-15934,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03h1r:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Get the error message ""The post you requested does not exist."" after you deleted it",PHPBB-16164,36150,,Bug,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,Big Monstro,Big Monstro,21/Sep/19 6:51 PM,21/Sep/19 6:51 PM,08/Nov/25 11:12 AM,,3.2.8,,,,,,Moderator Control Panel (MCP),,,,,,0,,,,,,,,"If you go to the post via *viewtopic.php*, you can click on the info button to get post details.

 

Then (mcp.php), you can edit the content, change the poster, lock the post to prevent any further editing (except by a moderator) or delete it. If you choose to erase the post, you can decide to actually remove the post from the database or just hide it from the normal users.

 

Finally, if you *permanently* delete the post, you'll eventually get an error message ""The post you requested does not exist"" instead of going back to a valid page (MCP for example). It's definitely a bug. That doesn't occur if you delete the post directly in the topic (viewtopic.php).",,,,,,,,,,,,,,,,,"21/Sep/19 6:45 PM;Big Monstro;delete_from_post_details.png;https://tracker.phpbb.com/secure/attachment/20145/delete_from_post_details.png","21/Sep/19 6:47 PM;Big Monstro;if_you_have_permanently_delete_post.png;https://tracker.phpbb.com/secure/attachment/20143/if_you_have_permanently_delete_post.png","21/Sep/19 6:46 PM;Big Monstro;immediately_after_delete.png;https://tracker.phpbb.com/secure/attachment/20144/immediately_after_delete.png",,,,,,,,,,,,,,,"0|i03h1j:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Length of ban should be mentioned in user feedback,PHPBB-15985,35840,,Improvement,Patch Awaiting Review,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,Tomba,Tomba,06/Mar/19 8:55 PM,17/Sep/19 6:19 PM,08/Nov/25 11:12 AM,,3.2.5,,,,,,,,,,,,0,,,,,,,,"When handing a ban to a user, a note is added to the user's feedback feed, along with the internal reason that was given for the ban.

It would be extremely useful to also add then length of a ban, so mods can check afterwards how long previous bans were.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://github.com/phpbb/phpbb/pull/5691,,,,"0|i03frj:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACP mass email feature suboptimal workflow,PHPBB-16145,36131,,Improvement,Open,PHPBB,phpBB,software,Marc,phpBB,https://www.phpbb.com/,Minor,,,rxu,rxu,01/Sep/19 3:05 PM,01/Sep/19 11:30 PM,08/Nov/25 11:12 AM,,3.2.8,3.3,4.0.0-a1,,,,ACP,,,,,,1,,,,,,,,"Mass email feature workflow in ACP can take significant amount of resources when using email queue. What happens:

If ""Send immediately"" checkbox is unchecked, everything is dumped to the /cache/queue.php cache file.

For every email package (depending on ""Email package size"" setting value) it dumps a chunk (in serialized form): addresses list, email headers, email subject, full email text (note that the text is the same for every user/chunk). So, you get as many chunks as: Number of users to send / Email package size.

Then the board cron reads the full queue.php file (never minding the size it could be), unserializes it, takes the chunk, sends it, serializes the rest of queue and dumps it back to the queue.php file.

This happens in a loop until the queue is empty.

This workflow is very suboptimal for more or less many registered users (imagine some board having f.e. 10 000 users and Email package size of 10-20, you get 500-1000 chunks; if a chunk is big, you can get problems with the board/server operation).

 

Suggestion is to redo the workflow in a way it wouldn't duplicate at least the same email text for every user/chunk in the queue.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0|i03gxb:",,,,,,,,,,,,,,"01/Sep/19 11:30 PM;EA117;Certainly sounds good for the efficiency of the internal processing.  And if just the internal workflow needed to remain the focus, then perhaps everything I'm about to mention would be pushed to its own separate issue/enhancement.

For the actual user experience occurring during this mass email process, could there be benefit to ""combining"" the ""send immediately"" and ""use the queue"" approaches?

For example, maybe generate the mass email to the queue 100% of the time.  But then if ""send immediately"" was selected, we invoke acp_email.php in a new mode which repeats a cycle similar to:

_""Drain one (1) mass email job from the cron list.  Send just the one (1) email package that cron job wants to send.  Update a status page to show progress on draining the mass email jobs from the cron list.  Redirect to the same URL to do it again until the cron list has been completely drained of mass email jobs.""_

i.e. Giving administrators a way to say ""I'm happy to sit here and use my session to force the sending all of these emails right now"", but with a natural ""chunking"" that takes advantage of the same cron & email package mechanism that would have been used even if they didn't want to wait for it.  In addition to the visual indication of progress, I'm thinking this also helps ensure we don't run afoul of PHP operation time limits when there are a huge number of emails to send during ""send immediately.""

Even in cases where the admin does de-select ""Send immediately"" and wants a background send, the acp_email.php page could show a current status of the background email send in the cron list.  To let the admin who re-visits this page later know what progress has been made, and so they know the mass email(s) they previously sent have not yet completed sending all the messages.  That status could even offer a ""send the rest immediately""-type link, which simply invokes the same _""drain the mass email jobs from the cron list, right now using my session""_ mode as we would use when you select ""Send immediately"".

That sounds like a lot, and so probably does need to be a separate enhancement.  But when re-working the internal processing, maybe thinking of such potential future enhancements might influence some of the internal design choices that are made, to ensure we're not heading in a direction that makes it harder to implement.  For what it's worth.;;;",,,,,,,,,,,,,,,,,,,,,
